epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,17996.8,0.56998,0.6222,0.32476,0.82561,0.91231,0.93415,0.97568,0.80972,0.90052,0.91216,0.95474,0.58053,0.60038,0.81601,0.36957,0.77689,0.001156,0.001156,0.001156
136,18127.4,0.5714,0.62387,0.3257,0.82559,0.91305,0.9336,0.97565,0.80959,0.90056,0.91186,0.95456,0.58008,0.60043,0.8162,0.36959,0.77687,0.00109,0.00109,0.00109
137,18258.1,0.57096,0.62208,0.32328,0.82601,0.91271,0.93422,0.97569,0.80964,0.89921,0.91342,0.95464,0.58033,0.60041,0.8165,0.36934,0.77682,0.001024,0.001024,0.001024
138,18388.5,0.57043,0.62199,0.32611,0.82673,0.91263,0.93424,0.97565,0.80939,0.89995,0.91274,0.95462,0.58019,0.60058,0.81685,0.36941,0.77684,0.000958,0.000958,0.000958
139,18518.7,0.57033,0.62189,0.32548,0.82562,0.91206,0.93485,0.97566,0.8094,0.89995,0.91256,0.95456,0.5802,0.60055,0.81738,0.36936,0.77682,0.000892,0.000892,0.000892
140,18649,0.56874,0.62004,0.32259,0.82432,0.91268,0.93426,0.97562,0.80925,0.89987,0.9127,0.95461,0.58026,0.60044,0.8177,0.3692,0.7768,0.000826,0.000826,0.000826
141,18767.1,0.60249,0.65119,0.34927,0.80987,0.91293,0.93426,0.97575,0.80912,0.90008,0.91276,0.95471,0.58067,0.60048,0.81797,0.369,0.77677,0.00076,0.00076,0.00076
142,18882.3,0.60072,0.64789,0.34149,0.80886,0.91335,0.93472,0.97605,0.80924,0.9009,0.91337,0.95511,0.58103,0.60048,0.818,0.36833,0.77677,0.000694,0.000694,0.000694
143,18997.5,0.59989,0.64664,0.33949,0.80897,0.91394,0.93531,0.97636,0.80935,0.90191,0.91339,0.95556,0.58158,0.60059,0.8182,0.36781,0.77672,0.000628,0.000628,0.000628
144,19112.6,0.59769,0.64744,0.34005,0.809,0.91467,0.93572,0.97667,0.80955,0.90253,0.9137,0.95589,0.58223,0.60052,0.81805,0.36705,0.77671,0.000562,0.000562,0.000562
145,19227.6,0.59615,0.64617,0.33826,0.80818,0.9159,0.9354,0.97693,0.8097,0.90324,0.91431,0.95634,0.58279,0.60033,0.81797,0.36657,0.77666,0.000496,0.000496,0.000496
146,19342.5,inf,0.64163,0.33745,0.80769,0.91618,0.93592,0.97713,0.80977,0.90393,0.91388,0.95645,0.58297,0.60032,0.81797,0.36607,0.77668,0.00043,0.00043,0.00043
147,19457.4,0.59585,0.64187,0.33726,0.80762,0.91732,0.93561,0.97736,0.80993,0.90438,0.91421,0.95674,0.58343,0.60043,0.81791,0.36563,0.77665,0.000364,0.000364,0.000364
148,19572.5,0.59486,0.64317,0.33533,0.80769,0.91776,0.93583,0.97757,0.81006,0.9055,0.914,0.957,0.58379,0.60031,0.818,0.36522,0.77663,0.000298,0.000298,0.000298
149,19687.5,0.59486,0.64244,0.33645,0.80696,0.91734,0.93698,0.97774,0.81029,0.90637,0.91377,0.95712,0.58407,0.60028,0.818,0.36465,0.77661,0.000232,0.000232,0.000232
150,19802.7,0.59393,0.64516,0.33505,0.8085,0.91832,0.93652,0.97793,0.81049,0.90662,0.91414,0.95747,0.58436,0.6002,0.81771,0.36407,0.77661,0.000166,0.000166,0.000166
